GEOID,Year,yield
01001,2040,0.4011215117837617
01001,2041,0.5106492167523969
01001,2042,0.030851439987624095
01001,2043,0.14420259593197646
01001,2044,0.16637955770192941
01001,2045,0.05202507223182644
01001,2046,0.29280737361921005
01001,2047,-0.3597125464365183
01001,2048,0.19809516992979048
01001,2049,0.07413718264422733
01001,2050,0.5235204227832632
01001,2051,-0.7626495892788364
01001,2052,-0.18357108150684498
01001,2053,0.13940290675456246
01001,2054,0.12723715051027495
01001,2055,-0.562160625748169
01001,2056,-0.5126856375882418
01001,2057,0.12238554065080899
01001,2058,0.006572885124604665
01001,2059,-0.40860854584765727
01003,2040,0.007747371996695646
01003,2041,0.2223240154419415
01003,2042,-0.05115772051746793
01003,2043,0.0004747135628110216
01003,2044,0.13533381340573175
01003,2045,-0.0461050167319004
01003,2046,0.006309412380796062
01003,2047,-0.09474642950842693
01003,2048,0.07471719576340527
01003,2049,0.14054431914922177
01003,2050,0.2609299337693794
01003,2051,-0.26327092277030084
01003,2052,0.03655196451831632
01003,2053,0.034432876856011665
01003,2054,0.05183588794427278
01003,2055,-0.2815783129025782
01003,2056,-0.11822760260443263
01003,2057,0.06922537153408825
01003,2058,-0.0662603474739153
01003,2059,-0.11908052381364909
01005,2040,0.3188607753219444
01005,2041,0.3128906348772472
01005,2042,-0.012903490232800519
01005,2043,0.012055353305334818
01005,2044,-0.022963923353052945
01005,2045,0.03878718475728336
01005,2046,0.0245413164930101
01005,2047,-0.15444792254132156
01005,2048,0.11774330496467196
01005,2049,0.014275857589836738
01005,2050,0.24414102509155508
01005,2051,-0.4213538581301428
01005,2052,-0.114251272349361
01005,2053,0.11557864500841865
01005,2054,0.11308750907193249
01005,2055,-0.31099401892963136
01005,2056,-0.24044104672616778
01005,2057,0.107863634060165
01005,2058,0.09670534653860367
01005,2059,-0.2391750548175282
01009,2040,0.2691848887340996
01009,2041,0.2124152303380402
01009,2042,0.12736246203949247
01009,2043,0.21958830922208525
01009,2044,0.27706500922793337
01009,2045,0.20195982756610165
01009,2046,0.3430029663003454
01009,2047,-0.2728303714639849
01009,2048,0.271264015858794
01009,2049,0.17818547890413336
01009,2050,0.34144448389709575
01009,2051,-0.30825468104646414
01009,2052,-0.035785658577231455
01009,2053,-0.16457375831582455
01009,2054,-0.05567532987003246
01009,2055,-0.1852889299495388
01009,2056,-0.44138090816949016
01009,2057,-0.21481716204201423
01009,2058,-0.22503111305258844
01009,2059,-0.5378347596009637
01011,2040,0.4007438975627778
01011,2041,0.3596027181279798
01011,2042,0.04750452574460487
01011,2043,0.030315198800620172
01011,2044,-0.0073263983285874225
01011,2045,0.04128391654567335
01011,2046,0.09950200131179904
01011,2047,-0.23759554298424093
01011,2048,0.09964361747535828
01011,2049,-0.010661421647769693
01011,2050,0.3018181869204608
01011,2051,-0.48019815108303343
01011,2052,-0.12655578156324754
01011,2053,0.11518524970919568
01011,2054,0.12263780438074169
01011,2055,-0.34140755041075227
01011,2056,-0.31590814515759646
01011,2057,0.10400311202602555
01011,2058,0.09535298332687729
01011,2059,-0.2979402207568952
01013,2040,0.15853943686844263
01013,2041,0.4256455422311876
01013,2042,-0.12641714041582175
01013,2043,0.05906152629507874
01013,2044,0.11221607665507893
01013,2045,0.03538579668703935
01013,2046,0.07043345565771514
