GEOID,Year,yield
01001,2040,0.28574894571209014
01001,2041,0.33730545687242525
01001,2042,-0.06676500496380422
01001,2043,0.5430592313996687
01001,2044,0.4263987884540219
01001,2045,0.21095304404935009
01001,2046,0.4253632048351769
01001,2047,0.3820280540583445
01001,2048,-0.7138006388729844
01001,2049,-0.5996151262243338
01001,2050,-0.22634750920278407
01001,2051,-0.34245715972649704
01001,2052,-0.618809394224746
01001,2053,-0.5375297085534382
01001,2054,-0.44458419449497305
01001,2055,0.3349478067905775
01001,2056,0.15399658922734524
01001,2057,0.2794886023051725
01001,2058,0.18216524676762302
01001,2059,-0.011546234208242773
01003,2040,0.13445410098304164
01003,2041,0.15011280658904874
01003,2042,0.03743255416481203
01003,2043,0.2683525190217422
01003,2044,0.17916790852794628
01003,2045,0.029478885617011077
01003,2046,0.19100301006897982
01003,2047,0.15317023393794535
01003,2048,-0.128412636142204
01003,2049,-0.29554186223021356
01003,2050,-0.08551695177977217
01003,2051,-0.18634581103792325
01003,2052,-0.5056612451609566
01003,2053,-0.0892819815795249
01003,2054,-0.24827886990308679
01003,2055,0.11289531653439222
01003,2056,0.1258457090080939
01003,2057,0.139609450785693
01003,2058,0.14848812664825212
01003,2059,-0.13097126405327697
01005,2040,0.2759829706283993
01005,2041,0.20984036731795927
01005,2042,0.024051548917725707
01005,2043,0.40244521906601216
01005,2044,0.2697230598629141
01005,2045,0.09874952285259544
01005,2046,0.25556067307972963
01005,2047,0.1046516357105732
01005,2048,-0.458299132274844
01005,2049,-0.4432565615528196
01005,2050,-0.19470891087846742
01005,2051,-0.16547605789640543
01005,2052,-0.31327433466148835
01005,2053,-0.18951244682461674
01005,2054,-0.14990745304246628
01005,2055,0.13211449278913634
01005,2056,0.09860195831946522
01005,2057,0.1727114269970002
01005,2058,0.09739626229557066
01005,2059,-0.22739424070597547
01009,2040,0.18288591544807875
01009,2041,0.39292671118994876
01009,2042,-0.10897021790165116
01009,2043,0.052135700551879244
01009,2044,0.09861391034641472
01009,2045,0.07893594406380106
01009,2046,0.2842743336958765
01009,2047,0.10057462173291773
01009,2048,-0.5281673914490219
01009,2049,-0.09860090801848412
01009,2050,0.20296959281851257
01009,2051,-0.34766919531537943
01009,2052,0.14830809441014656
01009,2053,-0.37384253365983205
01009,2054,-0.3798856993645594
01009,2055,0.0725960401370565
01009,2056,-0.13293885972699396
01009,2057,0.10866557479237629
01009,2058,0.17543542360438424
01009,2059,0.07175294264452431
01011,2040,0.25877598326903467
01011,2041,0.25453796753661745
01011,2042,-0.01719651817940631
01011,2043,0.4140621490266637
01011,2044,0.27474190395361775
01011,2045,0.13188602780132125
01011,2046,0.28034371008235137
01011,2047,0.17169020905438048
01011,2048,-0.5723011891499256
01011,2049,-0.3927502670407839
01011,2050,-0.1610687496708601
01011,2051,-0.2044037664465718
01011,2052,-0.28815549528284146
01011,2053,-0.27167164363932306
01011,2054,-0.22001625436546549
01011,2055,0.13537891871152705
01011,2056,0.06609629112482696
01011,2057,0.2049884156511374
01011,2058,0.11270902374279612
01011,2059,-0.17764671617909958
01013,2040,0.3090767348022698
01013,2041,0.3359578806424641
01013,2042,0.04920263804900771
01013,2043,0.44790549209556507
01013,2044,0.3963268692814175
01013,2045,0.20752118180308435
01013,2046,0.3719406297344108
01013,2047,0.23866881137938697
01013,2048,-0.44275702356914004
01013,2049,-0.7358031717396392
01013,2050,-0.1548279779431445
01013,2051,-0.2052715411038154
01013,2052,-1.0317722847344546
01013,2053,-0.2629457493406413
01013,2054,-0.2434091636426902
01013,2055,0.16511041063837917
01013,2056,0.22580130876331306
01013,2057,0.3520390740304291
01013,2058,0.2773496568477989
01013,2059,-0.3001137759940038
01015,2040,0.21745716214633232
01015,2041,0.3097828274542761
01015,2042,-0.08052780994582265
01015,2043,0.20097199188772363
01015,2044,0.1432290938537396
01015,2045,0.18217434685411316
01015,2046,0.2540401196083789
01015,2047,0.21275947861809502
01015,2048,-0.6156833586672417
01015,2049,-0.1444409448597004
01015,2050,0.03683720266030441
01015,2051,-0.2886278769521419
01015,2052,0.06409329227411698
01015,2053,-0.41844741842696365
01015,2054,-0.3568230389913337
01015,2055,0.08710621499269705
01015,2056,-0.2082166795628138
01015,2057,0.21586464194932595
01015,2058,0.16403527327481532
01015,2059,0.024415481832101734
01019,2040,0.20769917711384622
