GEOID,Year,yield
01001,1960,0.3076032427594437
01001,1961,0.2962959955395989
01001,1962,0.4824723844205448
01001,1963,0.4781642435317246
01001,1964,0.14395513213254743
01001,1965,0.19577442652535704
01001,1966,0.47436152331980075
01001,1967,0.07764685045153567
01001,1968,0.16810506706548622
01001,1969,0.40757829632974146
01001,1970,0.24964121148675322
01001,1971,0.15780666113246536
01001,1972,-0.10741516524373532
01001,1973,-0.614785134560359
01001,1974,-0.6259499269785413
01001,1975,-0.34055177878172815
01001,1976,0.09328447177256252
01001,1977,0.10763734502813647
01001,1978,0.12091561382924937
01001,1979,-0.24426821858494688
01001,1980,-0.06560344318543368
01001,1981,0.320505339813339
01001,1982,0.17971662372704283
01001,1983,0.34487052475075025
01001,1984,0.18909940321725077
01001,1985,0.06996206442722398
01001,1986,0.1698672963640813
01001,1987,0.23487917626664662
01001,1988,0.03632442488089434
01001,1989,0.09746173162675824
01001,1990,0.5060237506484351
01001,1991,0.45149420839405446
01001,1992,0.3099744599162112
01001,1993,0.19751118509978155
01001,1994,0.10292361251301554
01001,1995,-0.3893852874995863
01001,1996,-0.4703534562390038
01001,1997,-0.4089636004228072
01001,1998,-1.2132614836150375
01001,1999,-0.6722665584365274
01001,2000,-0.5636933423234666
01001,2001,-0.16563842596468784
01001,2002,-0.19952113535462512
01001,2003,-0.5700956807524977
01001,2004,-0.2878613223620566
01001,2005,-0.03224230666538455
01003,1960,0.08578396171534317
01003,1961,0.15567208323049847
01003,1962,0.1803599022658035
01003,1963,0.34593633674227764
01003,1964,-0.17395131342923473
01003,1965,-0.018691036838842018
01003,1966,0.11004551892802307
01003,1967,0.0833840139142264
01003,1968,0.28493217996355524
01003,1969,-0.0009596806398623203
01003,1970,0.11099722939753304
01003,1971,-0.015198156066522167
01003,1972,-0.02338543195213011
01003,1973,-0.11229676849462109
01003,1974,-0.13618789380768667
01003,1975,0.0492870923014744
01003,1976,-0.009472812250829278
01003,1977,0.022479088534484378
01003,1978,0.09172418094020088
01003,1979,0.008462076096793662
01003,1980,-0.08854169267500808
01003,1981,0.08586192723856047
01003,1982,0.08072407889826465
01003,1983,0.08410037450315044
01003,1984,-0.03742780903211424
01003,1985,-0.09068646670670577
01003,1986,0.04769421412038814
01003,1987,0.04456842638123645
01003,1988,-0.0027778143319006146
01003,1989,0.10635494498788628
01003,1990,0.1615294724181587
01003,1991,-0.16696372185435415
01003,1992,-0.01771285152857794
01003,1993,0.23724321493331918
01003,1994,-0.03918603024352378
01003,1995,-0.14390413457414455
01003,1996,-0.19420813065273934
01003,1997,-0.15400433230667127
01003,1998,-0.07502742070494679
01003,1999,-0.16164552395603948
01003,2000,-0.20150982690359454
01003,2001,-0.05217236540983625
01003,2002,-0.14883566769828216
01003,2003,-0.2326630466049105
01003,2004,-0.09076198563593299
01003,2005,0.01103159678783786
01005,1960,0.08338419494181795
01005,1961,0.2005606484531241
01005,1962,0.19822252163732282
01005,1963,-0.05864247793054422
01005,1964,-0.1525709892227326
01005,1965,-0.011506231593889853
01005,1966,0.17067451426825653
01005,1967,0.006469764752889923
01005,1968,0.22362973859417393
01005,1969,0.2210293955086958
01005,1970,0.11923078065089338
01005,1971,0.1520225441452362
01005,1972,0.0821100158824701
01005,1973,0.04512559086596814
01005,1974,-0.24483463569842134
01005,1975,-0.15273712450155158
01005,1976,0.016583243948521523
01005,1977,-0.03889451915939116
01005,1978,0.09139146607427537
01005,1979,-0.11107370648323461
01005,1980,0.02175636298465075
01005,1981,0.1935528409869712
01005,1982,0.11057757753674333
01005,1983,0.25548457751230863
01005,1984,0.012673061813999215
01005,1985,0.0890543416239122
01005,1986,-0.016386645839362793
01005,1987,0.24157107965879002
01005,1988,-0.21439441089831324
01005,1989,-0.09325191637189462
01005,1990,0.17235025760787576
01005,1991,0.1872487459180971
01005,1992,0.24902006040595587
01005,1993,0.11001523951926426
01005,1994,0.15243074365306844
01005,1995,-0.1476062275914583
01005,1996,-0.16846653596071312
01005,1997,-0.18977732672556946
01005,1998,-0.28062888139804193
01005,1999,-0.1791238250700135
01005,2000,-0.14295371190082418
01005,2001,-0.0038474460980859257
01005,2002,-0.09892332391164793
01005,2003,-0.43645355691592924
01005,2004,-0.47666401908890227
01005,2005,-0.18743179658475975
01009,1960,-0.7713811958079084
01009,1961,-0.19096716481498202
01009,1962,0.013844679986264184
01009,1963,-0.15992224802159857
01009,1964,-0.16001986811430052
01009,1965,-0.5425075647637366
01009,1966,0.7554620752118569
01009,1967,0.044123981070661955
01009,1968,0.2934937049737848
01009,1969,0.5230633660873442
01009,1970,-0.3357192753529803
01009,1971,0.08638662482896314
01009,1972,-0.014918262935002119
01009,1973,-0.009493243716575478
01009,1974,-0.2527075021093748
01009,1975,-0.21824563055939014
01009,1976,0.09628829407220876
01009,1977,0.11794546390505883
01009,1978,-0.1638612782417641
01009,1979,-0.5852295588874776
01009,1980,-0.05970453845113699
01009,1981,0.4730276321290843
01009,1982,0.10000994887495417
01009,1983,0.2909821173847597
01009,1984,0.41154850566403317
01009,1985,-0.030416072650959126
01009,1986,-0.09403732391706467
01009,1987,0.037319957845825084
01009,1988,-0.014083052719151492
01009,1989,0.05459420949974779
01009,1990,0.2691603475782245
01009,1991,0.4344597050031645
01009,1992,0.13952223095354213
01009,1993,0.05994673177854973
01009,1994,0.40801549441279783
01009,1995,-0.008358548019871043
01009,1996,0.31069267758883634
01009,1997,0.0371304740176512
01009,1998,-0.5625433906023162
01009,1999,-0.5279784893414018
01009,2000,-0.2532217983690772
01009,2001,0.17958236035730718
01009,2002,0.11699128565988312
01009,2003,-0.042312954737794256
01009,2004,0.05581907898333424
01009,2005,-0.31178198573396937
01011,1960,0.11019462686111707
01011,1961,0.19369104355606906
01011,1962,0.24699952888536342
01011,1963,0.03225899247954428
01011,1964,-0.03487392724877601
01011,1965,0.03132017798817512
01011,1966,0.2579386831100594
01011,1967,-0.000972615743247778
01011,1968,0.15247534477341623
01011,1969,0.2804808345891653
01011,1970,0.10756547112191481
01011,1971,0.16524375884145326
01011,1972,0.03940863348122632
01011,1973,-0.12194021823848139
01011,1974,-0.33149006563339556
01011,1975,-0.22869640355638088
01011,1976,0.02767416909131711
01011,1977,-0.005877544978156854
01011,1978,0.05823401089701896
01011,1979,-0.18478401095259214
01011,1980,0.041247234552638554
01011,1981,0.20490380747598
01011,1982,0.12019109268791314
01011,1983,0.2612028593291005
01011,1984,0.12746709670780845
01011,1985,0.10927254033986736
01011,1986,0.04208874242585244
01011,1987,0.24626992178114562
01011,1988,-0.15120272110871052
01011,1989,-0.09309418369191287
01011,1990,0.2166749093050643
01011,1991,0.32587692287777603
01011,1992,0.2645914909788419
01011,1993,0.08494381328544225
01011,1994,0.18763330369509493
01011,1995,-0.19097580309099152
01011,1996,-0.16283183293062445
01011,1997,-0.22873522776774605
01011,1998,-0.548229346345007
01011,1999,-0.31096366433134404
01011,2000,-0.17236157417420575
01011,2001,-0.03720246635509492
01011,2002,-0.08425005408373146
01011,2003,-0.41983608888016544
01011,2004,-0.4463483331312978
01011,2005,-0.1811829288765155
01013,1960,0.3368132602363499
01013,1961,0.2934739035122508
01013,1962,0.4400307218878873
01013,1963,0.4648178047405682
01013,1964,-0.08929671799870637
01013,1965,0.060145288836787214
01013,1966,0.2898556536363788
01013,1967,0.14207630462421061
01013,1968,0.26908826488567283
01013,1969,0.32307082951786226
01013,1970,0.3124020733047707
01013,1971,0.04129884419584441
01013,1972,-0.1119101929235029
01013,1973,-0.39232278815753185
01013,1974,-0.47548601772647325
01013,1975,-0.20274346811792535
01013,1976,0.11778450066702341
01013,1977,0.09720027508691198
01013,1978,0.1825826187436868
01013,1979,-0.0430839475497406
01013,1980,-0.17994036428909904
01013,1981,0.27984358137499143
01013,1982,0.19391840571432106
01013,1983,0.29890340831488305
01013,1984,0.04275673276002959
01013,1985,-0.07659348378264247
01013,1986,0.12223645406890402
01013,1987,0.19029329624323024
01013,1988,0.02123638331077586
01013,1989,0.17055827883867256
01013,1990,0.4478212945576714
01013,1991,0.04306223288088007
01013,1992,0.1445323999789542
01013,1993,0.2717655578641053
01013,1994,-0.1006030471068739
01013,1995,-0.2988450201596889
01013,1996,-0.5281166968743399
01013,1997,-0.31445847401713317
01013,1998,-0.6407669476260306
01013,1999,-0.36652217023604317
01013,2000,-0.6927478067151627
01013,2001,-0.13428456581477302
01013,2002,-0.2765641954578513
01013,2003,-0.5379025096759584
01013,2004,-0.19107800624897334
01013,2005,0.05569805069482963
01015,1960,-0.4770806947620483
01015,1961,0.01789300365632153
01015,1962,0.12020066701812922
01015,1963,-0.04504045006368865
01015,1964,-0.10155271610439251
01015,1965,-0.26496681815370826
01015,1966,0.7486571047150559
01015,1967,0.051105844997935405
01015,1968,0.3660004242344938
01015,1969,0.5642963213163842
01015,1970,-0.06924271580818749
01015,1971,0.2182027758415364
01015,1972,0.1452936338882332
01015,1973,0.12090391330897517
01015,1974,-0.17319873322755677
01015,1975,-0.19331161243430356
01015,1976,0.18502205251812842
01015,1977,0.08329344879778483
01015,1978,-0.041150726183249525
01015,1979,-0.5023829164319286
01015,1980,-0.09073236178075739
01015,1981,0.45938905039083844
01015,1982,-0.03170277928317439
01015,1983,0.32146688801400636
01015,1984,0.21580258424168303
01015,1985,-0.13779529031099264
01015,1986,-0.2573124744705863
01015,1987,-0.02554873063905233
01015,1988,-0.0730754921359041
01015,1989,0.02563139938617609
01015,1990,0.23956195104576142
01015,1991,0.3422638378514172
01015,1992,0.1571270500858225
01015,1993,-0.05580939080385297
01015,1994,0.31959007795874017
01015,1995,-0.1727324697109827
01015,1996,0.03816169170759584
01015,1997,-0.035068953613836995
01015,1998,-0.6675072668197269
01015,1999,-0.5621450825861686
01015,2000,-0.3357358319187128
01015,2001,0.08137061453512447
01015,2002,0.02095841485839322
01015,2003,-0.13041031563749986
01015,2004,-0.010557633925075846
01015,2005,-0.38813129356317005
01019,1960,-0.025453292738930787
01019,1961,0.4828904305728863
01019,1962,0.29288935874098954
01019,1963,0.2713494679746878
01019,1964,-0.007985566889684867
01019,1965,0.21119183311748915
01019,1966,0.9645224157256956
01019,1967,0.0631690416044563
01019,1968,0.62041923467587
01019,1969,0.8263488843251082
01019,1970,0.48223418181424804
01019,1971,0.5937163356109632
01019,1972,0.5020727794128318
01019,1973,0.37423942002635346
01019,1974,-0.0826427049032742
01019,1975,-0.15981796647027616
01019,1976,0.4173291376445972
01019,1977,0.044258267432705105
01019,1978,0.32335286429956134
01019,1979,-0.47584663544768346
01019,1980,-0.19793249374411634
01019,1981,0.498106684804412
01019,1982,-0.3123320222054786
01019,1983,0.4367405141296784
01019,1984,-0.19733582696666088
01019,1985,-0.4117222301405383
01019,1986,-0.6286957772102516
01019,1987,-0.20710642840779808
01019,1988,-0.19047453519560653
01019,1989,-0.0651233288623718
01019,1990,0.2768896885177648
01019,1991,0.21563672445112453
01019,1992,0.2196466494096362
01019,1993,-0.20550983032648476
01019,1994,0.1886575364396961
01019,1995,-0.5390286358268975
01019,1996,-0.5565727339626477
01019,1997,-0.25750516386398015
01019,1998,-1.0249012392339047
01019,1999,-0.760490406467852
01019,2000,-0.5838534092945508
01019,2001,-0.08708681904367183
01019,2002,-0.20532291867048966
01019,2003,-0.39562399784363655
01019,2004,-0.19358179364361755
01019,2005,-0.5337156933703592
01021,1960,0.2619706946049504
01021,1961,0.2680928211503116
01021,1962,0.4286294761203046
01021,1963,0.3441667487342127
01021,1964,0.15653825219783166
01021,1965,0.19807202361947557
01021,1966,0.4522739638102969
01021,1967,0.06212029920603218
01021,1968,0.10165792945292232
01021,1969,0.37735315632191546
01021,1970,0.20130262300564036
01021,1971,0.17321665670507388
01021,1972,-0.08436318010904656
01021,1973,-0.570002592150963
01021,1974,-0.5696850151650388
01021,1975,-0.3087732856461536
01021,1976,0.08697978844315771
01021,1977,0.10446178775316911
01021,1978,0.10432397433485571
01021,1979,-0.24498963465078052
01021,1980,-0.04200786541155058
01021,1981,0.2944547803556336
01021,1982,0.1625219859796807
01021,1983,0.3180782789013427
01021,1984,0.19150111462195057
01021,1985,0.07859530715777047
01021,1986,0.16708996630931192
01021,1987,0.22225634137153427
01021,1988,0.04867714266615497
01021,1989,0.079078862323772
01021,1990,0.4553877159745361
01021,1991,0.4452806833692844
01021,1992,0.3150589632993845
01021,1993,0.1554218812946974
01021,1994,0.12214479324065243
01021,1995,-0.34501656446373624
01021,1996,-0.42009593710597704
01021,1997,-0.37659406495119874
01021,1998,-1.1636030979683083
01021,1999,-0.6384558572323694
01021,2000,-0.49616944180807543
01021,2001,-0.14574849055889447
01021,2002,-0.15332101907791948
01021,2003,-0.5164067879537515
01021,2004,-0.2615867105991095
01021,2005,-0.03988846747297774
01023,1960,0.2265464703436203
01023,1961,0.2525727024173418
01023,1962,0.4080507143154599
01023,1963,0.2766675267419993
01023,1964,0.23084426078022494
01023,1965,0.23731375538769697
01023,1966,0.49042098612706886
01023,1967,0.03351316746766825
01023,1968,0.03785812178426462
01023,1969,0.3820762548539223
01023,1970,0.15509926662189588
01023,1971,0.21579923054244696
01023,1972,-0.0698411536503179
01023,1973,-0.6077585256685627
